street_address,Suburb,city,Postcode,property_type2,Bed,Bath,garage_parks,offstreet_parks,Car,land_size,floor_size,Year Built,Last Rental Price,Last Rental Date,Days on Market,agency,Capital Value,Land Value,Improvement Value,Valuation Date,land_use,development_zone,position,view,roof_construction,wall_construction,category,Furnishings,furnishings_evidence,pets,garage,Latitude,Longitude,__row_id,__geo_query__
159A PALMERS ROAD,NEW BRIGHTON,CHRISTCHURCH,8083,House,3.0,1.0,,2.0,2.0,452.0,99.0,2000.0,595.0,2025-04-29,19.0,Ruby Property Enterprises Ltd,580000.0,245000.0,335000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2000/2009-average,nill,,,NO,-43.5028375,172.7141545,2242,"159A PALMERS ROAD, NEW BRIGHTON, CHRISTCHURCH, 8083, New Zealand"
2 CRACROFT TERRACE,CASHMERE,CHRISTCHURCH,8022,,3.0,1.0,2.0,,2.0,969.0,,1990.0,750.0,2025-04-29,7.0,Vision Property Management,730000.0,600000.0,130000.0,1/08/2022,Vacant Residential,Residential Hills,Inside,Focal Point Of view - Other,,,Residential-Vacant Site,nill,,,YES,-43.5703343,172.6323234,6309,"2 CRACROFT TERRACE, CASHMERE, CHRISTCHURCH, 8022, New Zealand"
2/938 COLOMBO STREET,ST ALBANS,CHRISTCHURCH,8014,House,3.0,2.0,1.0,,1.0,127.0,110.0,2024.0,610.0,2025-04-29,49.0,Orbit Property Management,735000.0,245000.0,490000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-2020/2029-average,nill,,,YES,-43.5197893,172.6368637,2875,"2/938 COLOMBO STREET, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
3/139 STANMORE ROAD,LINWOOD,CHRISTCHURCH,8011,Townhouse,3.0,1.0,1.0,,1.0,186.0,108.0,2017.0,600.0,2025-04-30,218.0,Vision Property Management,600000.0,200000.0,400000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2010/2019-average,nill,,,YES,-43.5280843,172.6568414,2828,"3/139 STANMORE ROAD, LINWOOD, CHRISTCHURCH, 8011, New Zealand"
9 STOKE STREET,SUMNER,CHRISTCHURCH,8081,,4.0,2.0,,3.0,3.0,1014.0,,1960.0,700.0,2025-04-30,7.0,The Good Girls Property Management Ltd,1560000.0,1500000.0,60000.0,1/08/2022,Multi-unit,Residential Suburban Density Transition,Inside,No appreciable view,Tile Profile,Brick,Residential-Vacant Flat Land,,,,NO,-43.5703236,172.7613691,5711,"9 STOKE STREET, SUMNER, CHRISTCHURCH, 8081, New Zealand"
2/401 CASHEL STREET,LINWOOD,CHRISTCHURCH,8011,Unit,2.0,1.0,1.0,,1.0,,70.0,1955.0,450.0,2025-04-30,7.0,Vision Realty Management Ltd,380000.0,240000.0,140000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Tile Profile,Brick,Residential-OYO-1950's-average,,,,YES,-43.5328449,172.6547684,631,"2/401 CASHEL STREET, LINWOOD, CHRISTCHURCH, 8011, New Zealand"
21 RALEIGH STREET,BISHOPDALE,CHRISTCHURCH,8053,House,3.0,1.0,,2.0,2.0,650.0,100.0,1960.0,600.0,2025-04-30,2.0,A1 Property Managers Ltd,650000.0,520000.0,130000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1960's-average,nill,,,NO,-43.4903414,172.584147,2298,"21 RALEIGH STREET, BISHOPDALE, CHRISTCHURCH, 8053, New Zealand"
4 WILDWOOD AVENUE,WAINONI,CHRISTCHURCH,8061,House,3.0,1.0,2.0,,2.0,,120.0,1990.0,540.0,2025-04-30,7.0,"Najib Real Estate Ltd, (Licensed: Reaa 2008)",500000.0,210000.0,290000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1990's-average,,,,YES,-43.5243074,172.6819572,3716,"4 WILDWOOD AVENUE, WAINONI, CHRISTCHURCH, 8061, New Zealand"
2/578 GLOUCESTER STREET,LINWOOD,CHRISTCHURCH,8011,Unit,2.0,1.0,,1.0,1.0,,73.0,1970.0,430.0,2025-04-30,2.0,Harcourts Asset Managers,350000.0,205000.0,145000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,nill,,,NO,-43.5300764,172.6664594,890,"2/578 GLOUCESTER STREET, LINWOOD, CHRISTCHURCH, 8011, New Zealand"
3/11 SYLVAN STREET,HILLMORTON,CHRISTCHURCH,8024,Unit,2.0,1.0,,1.0,1.0,,70.0,1970.0,450.0,2025-04-30,141.0,Vision Property Management,375000.0,130000.0,245000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Rear,No appreciable view,Tile Profile,Concrete,Residential-OYO-1970's-average,nill,,,NO,-43.551076,172.5974703,638,"3/11 SYLVAN STREET, HILLMORTON, CHRISTCHURCH, 8024, New Zealand"
134 ELIZABETH STREET,RICCARTON,CHRISTCHURCH,8041,,4.0,5.0,1.0,,1.0,210.0,145.0,2023.0,880.0,2025-04-30,96.0,-,760000.0,270000.0,490000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Corner,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-OYO-2020/2029-average,nill,unfurnished,No,YES,-43.5356495,172.5917888,4701,"134 ELIZABETH STREET, RICCARTON, CHRISTCHURCH, 8041, New Zealand"
1/20 ROCHESTER STREET,LINWOOD,CHRISTCHURCH,8062,Townhouse,2.0,1.0,1.0,,1.0,134.0,92.0,2025.0,530.0,2025-04-30,7.0,Vvv Property Management,620000.0,200000.0,420000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-OYO-2020/2029-average,nill,,,YES,-43.5288593,172.6672513,1985,"1/20 ROCHESTER STREET, LINWOOD, CHRISTCHURCH, 8062, New Zealand"
4/9 CHATHAM STREET,ADDINGTON,CHRISTCHURCH,8024,Townhouse,2.0,2.0,1.0,,1.0,97.0,68.0,2024.0,540.0,2025-04-30,29.0,Opes Property Management South Limited,590000.0,130000.0,460000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-OYO-2020/2029-average,nill,,,YES,-43.5430378,172.6086026,461,"4/9 CHATHAM STREET, ADDINGTON, CHRISTCHURCH, 8024, New Zealand"
456 MANCHESTER STREET,ST ALBANS,CHRISTCHURCH,8014,House,4.0,2.0,2.0,,2.0,339.0,101.0,2015.0,1000.0,2025-04-30,41.0,Perfect Stays,710000.0,465000.0,245000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-2010/2019-average,Fully Furnished,,,YES,-43.5163909,172.6398527,2531,"456 MANCHESTER STREET, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
4/129 AIKMANS ROAD,MERIVALE,CHRISTCHURCH,8014,Townhouse,2.0,1.0,,1.0,1.0,,85.0,2018.0,750.0,2025-04-30,42.0,Perfect Stays,770000.0,300000.0,470000.0,1/08/2022,Single Unit excluding Bach,Commercial Local,Rear,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-OYO-2010/2019-average,Fully Furnished,,,NO,-43.5122049,172.6196249,1583,"4/129 AIKMANS ROAD, MERIVALE, CHRISTCHURCH, 8014, New Zealand"
509 DURHAM STREET NORTH,ST ALBANS,CHRISTCHURCH,8014,House,3.0,2.0,,1.0,1.0,559.0,152.0,1930.0,500.0,2025-04-30,9.0,-,830000.0,740000.0,90000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-1930's-average,nill,,,NO,-43.5181299,172.6349,4946,"509 DURHAM STREET NORTH, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
30 TINOKORE STREET,HEI HEI,CHRISTCHURCH,8042,House,3.0,1.0,,1.0,1.0,,90.0,1950.0,545.0,2025-04-30,28.0,The Property Boss Limited,530000.0,195000.0,335000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,"Roughcast,etc",Residential-Dwelling-1950's-average,,,,NO,-43.5368773,172.5218586,1815,"30 TINOKORE STREET, HEI HEI, CHRISTCHURCH, 8042, New Zealand"
6/24 MANSFIELD AVENUE,ST ALBANS,CHRISTCHURCH,8014,Unit,2.0,1.0,1.0,,1.0,,110.0,1980.0,475.0,2025-04-30,7.0,First National Lethbridge,415000.0,340000.0,75000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Tile Profile,Concrete,Residential-OYO-1980's-average,,,,YES,-43.5116305,172.6228971,3149,"6/24 MANSFIELD AVENUE, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
2/16 MCCOMBS STREET,SOMERFIELD,CHRISTCHURCH,8024,Townhouse,2.0,1.0,1.0,,1.0,144.0,95.0,2025.0,590.0,2025-04-30,22.0,Brooksfield,620000.0,230000.0,390000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Rear,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5566174,172.6280336,2119,"2/16 MCCOMBS STREET, SOMERFIELD, CHRISTCHURCH, 8024, New Zealand"
8/317 LINCOLN ROAD,ADDINGTON,CHRISTCHURCH,8024,Townhouse,2.0,2.0,1.0,,1.0,59.0,111.0,2023.0,560.0,2025-04-30,16.0,Wolfbrook Property Management,680000.0,180000.0,500000.0,1/08/2022,Single Unit excluding Bach,Commercial Mixed Use,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-OYO-2020/2029-average,partial,washing machine,,YES,-43.5422716,172.6124241,3162,"8/317 LINCOLN ROAD, ADDINGTON, CHRISTCHURCH, 8024, New Zealand"
1/307 Hereford Street,CITY CENTRE,Christchurch City,8011,apartment,3.0,3.0,1.0,,1.0,105.0,138.0,2023.0,750.0,2025-04-30,147.0,Keyhook,950000.0,270000.0,680000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,Fully Furnished,,Pets OK,Yes,-43.5318929,172.6488746,6740,"1/307 Hereford Street, CITY CENTRE, Christchurch City, 8011, New Zealand"
1/611 MADRAS STREET,ST ALBANS,CHRISTCHURCH,8014,Unit,2.0,2.0,,1.0,1.0,207.0,106.0,1990.0,520.0,2025-04-30,28.0,Wolfbrook Property Management,570000.0,300000.0,270000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-OYO-1990's-average,nill,,,NO,-43.5110309,172.6422185,2792,"1/611 MADRAS STREET, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
1/337 WAIMAIRI ROAD,ILAM,CHRISTCHURCH,8041,Townhouse,2.0,1.0,,1.0,1.0,98.0,120.0,2025.0,580.0,2025-04-30,7.0,-,510000.0,365000.0,145000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-OYO-1970's-average,,,,NO,-43.5087414,172.5630864,3710,"1/337 WAIMAIRI ROAD, ILAM, CHRISTCHURCH, 8041, New Zealand"
1/79 CONDELL AVENUE,PAPANUI,CHRISTCHURCH,8053,,5.0,2.0,,2.0,2.0,1612.0,,1990.0,670.0,2025-04-30,3.0,Rentworks Property Management 2018 Ltd,630000.0,330000.0,260000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-1960's-average,,,,NO,-43.5008267,172.6002276,6574,"1/79 CONDELL AVENUE, PAPANUI, CHRISTCHURCH, 8053, New Zealand"
66D KING STREET,SYDENHAM,CHRISTCHURCH,8023,Townhouse,3.0,1.0,2.0,,2.0,184.0,148.0,2000.0,650.0,2025-04-30,232.0,Vision Property Management,640000.0,250000.0,390000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Rear,No appreciable view,Steel/G-Iron,Brick,Residential-OYO-2000/2009-average,nill,,,YES,-43.5527324,172.6402345,4774,"66D KING STREET, SYDENHAM, CHRISTCHURCH, 8023, New Zealand"
11 TIPPET CRESCENT,WIGRAM,CHRISTCHURCH,8025,,2.0,1.0,2.0,,2.0,252.0,92.0,2017.0,570.0,2025-04-30,7.0,Red Chili Property Management Ltd,590000.0,385000.0,205000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-2010/2019-average,,,,YES,-43.5637685,172.5480026,1992,"11 TIPPET CRESCENT, WIGRAM, CHRISTCHURCH, 8025, New Zealand"
422 GREERS ROAD,BISHOPDALE,CHRISTCHURCH,8053,House,3.0,1.0,,2.0,2.0,813.0,100.0,1950.0,600.0,2025-04-30,7.0,My Property Manager,680000.0,395000.0,285000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-1950's-superior,,,,NO,-43.4895693,172.5946445,2279,"422 GREERS ROAD, BISHOPDALE, CHRISTCHURCH, 8053, New Zealand"
63 OFFICE ROAD,MERIVALE,CHRISTCHURCH,8014,,2.0,2.0,,2.0,2.0,137.0,80.0,1960.0,485.0,2025-04-30,49.0,Harcourts Asset Managers,690000.0,564545.4545,125454.5455,1/08/2022,Multi-unit,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Vacant Flat Land,nill,,,NO,-43.5146765,172.6169124,1255,"63 OFFICE ROAD, MERIVALE, CHRISTCHURCH, 8014, New Zealand"
2/43 BARBOUR STREET,WALTHAM,CHRISTCHURCH,8011,Townhouse,2.0,1.0,1.0,,1.0,116.0,75.0,2024.0,510.0,2025-04-30,66.0,Wolfbrook Property Management,560000.0,160000.0,400000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Rear,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5436969,172.6562691,1034,"2/43 BARBOUR STREET, WALTHAM, CHRISTCHURCH, 8011, New Zealand"
35 AORANGI ROAD,BRYNDWR,CHRISTCHURCH,8053,House,4.0,1.0,,2.0,2.0,663.0,133.0,1940.0,700.0,2025-04-30,7.0,Vision Realty Management Ltd,760000.0,540000.0,220000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Weatherboard,Residential-Dwelling-1940's-average,,,,NO,-43.5012059,172.5978601,4302,"35 AORANGI ROAD, BRYNDWR, CHRISTCHURCH, 8053, New Zealand"
163C MARINE PARADE,NEW BRIGHTON,CHRISTCHURCH,8083,Townhouse,3.0,2.0,1.0,,1.0,164.0,120.0,2023.0,650.0,2025-04-30,8.0,Fraser Flynn Property Management,600000.0,260000.0,340000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,Fully Furnished,,,YES,-43.5019761,172.7282785,3648,"163C MARINE PARADE, NEW BRIGHTON, CHRISTCHURCH, 8083, New Zealand"
4/16 PEVEREL STREET,RICCARTON,CHRISTCHURCH,8011,Unit,2.0,1.0,1.0,,1.0,,98.0,1990.0,550.0,2025-04-30,56.0,Wongeoon Vast,630000.0,340000.0,290000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-OYO-1990's-average,nill,,,YES,-43.5323008,172.603125,2212,"4/16 PEVEREL STREET, RICCARTON, CHRISTCHURCH, 8011, New Zealand"
1/29 WESTMONT STREET,ILAM,CHRISTCHURCH,8041,Unit,3.0,1.0,,1.0,1.0,,110.0,1985.0,550.0,2025-04-30,57.0,Vision Property Management,520000.0,360000.0,160000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-OYO-1980's-average,nill,,,NO,-43.519267,172.56396,3088,"1/29 WESTMONT STREET, ILAM, CHRISTCHURCH, 8041, New Zealand"
422 MANCHESTER STREET,ST ALBANS,CHRISTCHURCH,8014,,5.0,2.0,3.0,,3.0,913.0,,2000.0,410.0,2025-04-30,15.0,A1 Property Managers Ltd,1320000.0,1050000.0,270000.0,1/08/2022,Multi-unit,Residential Medium Density,Inside,No appreciable view,Tile Profile,Weatherboard,Residential-Multiple Dwellings-Mixed Age-average,nill,,,YES,-43.5178701,172.6399702,5747,"422 MANCHESTER STREET, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
45 BUFFON STREET,WALTHAM,CHRISTCHURCH,8023,House,3.0,2.0,1.0,,1.0,236.0,117.0,2021.0,580.0,2025-04-30,7.0,Real Property Management Ltd,650000.0,215000.0,435000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-2020/2029-average,nill,,,YES,-43.5503953,172.6515631,3424,"45 BUFFON STREET, WALTHAM, CHRISTCHURCH, 8023, New Zealand"
29 MILLS ROAD,MARSHLAND,CHRISTCHURCH,8051,House,3.0,2.0,1.0,,1.0,300.0,131.0,2022.0,645.0,2025-04-30,43.0,Vision Property Management,665000.0,380000.0,285000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-2020/2029-average,nill,,,YES,-43.4718968,172.6371493,4248,"29 MILLS ROAD, MARSHLAND, CHRISTCHURCH, 8051, New Zealand"
72 REYNOLDS AVENUE,BISHOPDALE,CHRISTCHURCH,8053,House,3.0,1.0,,1.0,1.0,541.0,112.0,1970.0,600.0,2025-04-30,7.0,"Cowdy, (Licensed: Reaa 2008)",590000.0,355000.0,235000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-Dwelling-1970's-average,,,,NO,-43.4852574,172.5925488,3218,"72 REYNOLDS AVENUE, BISHOPDALE, CHRISTCHURCH, 8053, New Zealand"
1/2A CRACROFT TERRACE,CASHMERE,CHRISTCHURCH,8022,Unit,3.0,2.0,2.0,,2.0,,280.0,1990.0,750.0,2025-04-30,7.0,Harcourts Vision Property Management Ltd,1020000.0,500000.0,520000.0,1/08/2022,Single Unit excluding Bach,Residential Hills,Inside,Focal Point Of view - Other,Malthoid/Fab,"Roughcast,etc",Residential-OYO-1990's-superior,nill,,,YES,-43.5703306,172.6322702,5646,"1/2A CRACROFT TERRACE, CASHMERE, CHRISTCHURCH, 8022, New Zealand"
4/12 KEOGHS LANE,ST ALBANS,CHRISTCHURCH,8014,Unit,2.0,1.0,,1.0,1.0,,80.0,1976.0,475.0,2025-04-30,7.0,"Progressive First National - Progressive Realty Ltd Mreinz, (Licensed: Reaa 2008)",500000.0,285000.0,215000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,nill,unfurnished,,NO,-43.5140683,172.6345695,1352,"4/12 KEOGHS LANE, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
12A RAWHITI AVENUE,NEW BRIGHTON,CHRISTCHURCH,8083,Unit,2.0,1.0,,2.0,2.0,620.0,,1955.0,410.0,2025-04-30,8.0,Real Property Management Limited,650000.0,420000.0,230000.0,1/08/2022,Multi-unit,Residential Medium Density,Inside,No appreciable view,Tile Profile,Brick,Residential-Purpose built flat-1950's-average,nill,,,NO,-43.5000969,172.7272479,6374,"12A RAWHITI AVENUE, NEW BRIGHTON, CHRISTCHURCH, 8083, New Zealand"
93 HOON HAY ROAD,HOON HAY,CHRISTCHURCH,8025,House,3.0,1.0,,1.0,1.0,672.0,112.0,1950.0,600.0,2025-04-30,7.0,-,520000.0,360000.0,160000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1950's-average,,,,NO,-43.5585951,172.6029156,3232,"93 HOON HAY ROAD, HOON HAY, CHRISTCHURCH, 8025, New Zealand"
1/10 LINDSAY STREET,ST ALBANS,CHRISTCHURCH,8014,Townhouse,2.0,1.0,,1.0,2.0,,52.0,2016.0,490.0,2025-04-30,7.0,"Progressive First National - Progressive Realty Ltd Mreinz, (Licensed: Reaa 2008)",530000.0,160000.0,370000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2010/2019-average,,,,NO,-43.5130334,172.641376,112,"1/10 LINDSAY STREET, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
115A MACKENZIE AVENUE,WOOLSTON,CHRISTCHURCH,8023,House,3.0,1.0,2.0,,2.0,381.0,149.0,2000.0,670.0,2025-04-30,3.0,Harcourts Asset Managers,590000.0,300000.0,290000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Rear,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2000/2009-average,nill,,,YES,-43.5485387,172.6687629,4794,"115A MACKENZIE AVENUE, WOOLSTON, CHRISTCHURCH, 8023, New Zealand"
2/90B FENDALTON ROAD,FENDALTON,CHRISTCHURCH,8014,Townhouse,2.0,1.0,1.0,,1.0,98.0,80.0,2025.0,900.0,2025-04-30,41.0,Perfect Stays,770000.0,650000.0,120000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,Fully Furnished,,,YES,-43.5195279,172.6040428,1236,"2/90B FENDALTON ROAD, FENDALTON, CHRISTCHURCH, 8014, New Zealand"
19 MILLSTREAM DRIVE,NORTHWOOD,CHRISTCHURCH,8051,House,3.0,2.0,2.0,,2.0,450.0,,2000.0,650.0,2025-04-30,7.0,Rent Right Property Management Ltd,760000.0,475000.0,285000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2000/2009-average,,,,YES,-43.4553714,172.6085663,6279,"19 MILLSTREAM DRIVE, NORTHWOOD, CHRISTCHURCH, 8051, New Zealand"
27 SWIFT STREET,BELFAST,CHRISTCHURCH,8051,House,3.0,1.0,,1.0,2.0,510.0,100.0,1945.0,610.0,2025-04-30,7.0,First National Lethbridge,525000.0,250000.0,275000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,Focal Point Of view - Other,Fibre Cement,Brick,Residential-Dwelling-1940's-average,,,,NO,-43.4517852,172.6244245,2433,"27 SWIFT STREET, BELFAST, CHRISTCHURCH, 8051, New Zealand"
9 TOPHAM LANE,HORNBY,CHRISTCHURCH,8042,House,3.0,1.0,2.0,,2.0,,120.0,1990.0,595.0,2025-04-30,169.0,Vision Property Management,600000.0,235000.0,365000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1990's-average,nill,,,YES,-43.5438301,172.5301334,3646,"9 TOPHAM LANE, HORNBY, CHRISTCHURCH, 8042, New Zealand"
33 TUCKERS ROAD,REDWOOD,CHRISTCHURCH,8051,Unit,3.0,2.0,,2.0,2.0,612.0,92.0,1988.0,520.0,2025-04-30,7.0,Vision Realty Management Ltd,850000.0,315000.0,535000.0,1/08/2022,Multi-unit,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-Multiple Dwellings-Mixed Age-average,,,,NO,-43.4798278,172.612614,1976,"33 TUCKERS ROAD, REDWOOD, CHRISTCHURCH, 8051, New Zealand"
1/26 DELORAINE STREET,SOMERFIELD,CHRISTCHURCH,8024,Townhouse,1.0,1.0,2.0,,2.0,71.0,54.0,2025.0,480.0,2025-04-30,28.0,-,335000.0,315000.0,20000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-1960's-average,nill,,,YES,-43.5601706,172.6235773,130,"1/26 DELORAINE STREET, SOMERFIELD, CHRISTCHURCH, 8024, New Zealand"
4/5 HAAST STREET,LINWOOD,CHRISTCHURCH,8011,,1.0,1.0,,,0.0,71.0,60.0,2025.0,370.0,2025-05-01,7.0,Bayleys Property Management Ltd,310000.0,175000.0,135000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1960's-average,nill,,,NO,-43.5273943,172.6542673,286,"4/5 HAAST STREET, LINWOOD, CHRISTCHURCH, 8011, New Zealand"
8 TE KEREME STREET,MARSHLAND,CHRISTCHURCH,8083,House,3.0,2.0,2.0,,2.0,455.0,150.0,2017.0,670.0,2025-05-01,3.0,Harcourts Asset Managers,850000.0,455000.0,395000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2010/2019-average,nill,,Pets OK,YES,-43.4730002,172.6669251,4826,"8 TE KEREME STREET, MARSHLAND, CHRISTCHURCH, 8083, New Zealand"
7/317 LINCOLN ROAD,ADDINGTON,CHRISTCHURCH,8024,Townhouse,2.0,2.0,1.0,,1.0,59.0,111.0,2023.0,560.0,2025-05-01,13.0,Wolfbrook Property Management,680000.0,180000.0,500000.0,1/08/2022,Single Unit excluding Bach,Commercial Mixed Use,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-OYO-2020/2029-average,partial,washing machine,,YES,-43.5422716,172.6124241,3163,"7/317 LINCOLN ROAD, ADDINGTON, CHRISTCHURCH, 8024, New Zealand"
1/80 MILTON STREET,SOMERFIELD,CHRISTCHURCH,8024,Townhouse,2.0,1.0,1.0,,1.0,99.0,36.0,2022.0,625.0,2025-05-01,7.0,Myrent.Co.NZ Ltd,570000.0,190000.0,380000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Corner,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,Fully Furnished,,Pets OK,YES,-43.5554891,172.6251496,3,"1/80 MILTON STREET, SOMERFIELD, CHRISTCHURCH, 8024, New Zealand"
14/15 BUNYAN STREET,WALTHAM,CHRISTCHURCH,8023,Townhouse,2.0,2.0,1.0,,1.0,73.0,70.0,2022.0,510.0,2025-05-01,92.0,A1 Property Managers Ltd,710000.0,170000.0,540000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5509834,172.647831,497,"14/15 BUNYAN STREET, WALTHAM, CHRISTCHURCH, 8023, New Zealand"
4 VALIANT STREET,WIGRAM,CHRISTCHURCH,8042,Townhouse,2.0,2.0,,,0.0,75.0,76.0,2024.0,580.0,2025-05-01,7.0,Vision Realty Management Ltd,490000.0,200000.0,290000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-OYO-2020/2029-average,nill,,,NO,-43.5540346,172.556554,1106,"4 VALIANT STREET, WIGRAM, CHRISTCHURCH, 8042, New Zealand"
