street_address,Suburb,city,Postcode,property_type2,Bed,Bath,garage_parks,offstreet_parks,Car,land_size,floor_size,Year Built,Last Rental Price,Last Rental Date,Days on Market,agency,Capital Value,Land Value,Improvement Value,Valuation Date,land_use,development_zone,position,view,roof_construction,wall_construction,category,Furnishings,furnishings_evidence,pets,garage,Latitude,Longitude,__row_id,__geo_query__
172 WESTON ROAD,ST ALBANS,CHRISTCHURCH,8052,House,3.0,2.0,,1.0,1.0,647.0,120.0,1940.0,675.0,2025-08-29,16.0,-,830000.0,550000.0,280000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-1940's-average,nill,,,NO,-43.5026392,172.6281245,3497,"172 WESTON ROAD, ST ALBANS, CHRISTCHURCH, 8052, New Zealand"
3/4 MIDDLETON ROAD,UPPER RICCARTON,CHRISTCHURCH,8041,,0.0,3.0,,2.0,2.0,1389.0,120.0,1920.0,800.0,2025-08-29,380.0,Real Property Management Ltd,770000.0,530000.0,240000.0,1/08/2022,Multi-unit,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Converted Flat-1914/1929-average,nill,,,NO,-43.5317717,172.5795182,3508,"3/4 MIDDLETON ROAD, UPPER RICCARTON, CHRISTCHURCH, 8041, New Zealand"
6/498 Manchester Street,ST. ALBANS,Christchurch City,8014,Apartment,2.0,1.0,,1.0,1.0,80.0,72.0,2024.0,490.0,2025-08-29,26.0,,640000.0,240000.0,400000.0,1/08/2022,Single Unit excluding Bach,,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,unfurnished,,No,-43.5143464,172.6398416,7444,"6/498 Manchester Street, ST. ALBANS, Christchurch City, 8014, New Zealand"
50 Santa Rosa Avenue,HALSWELL,Christchurch City,8025,house,4.0,1.0,2.0,2.0,3.0,450.0,125.0,1960.0,690.0,2025-08-29,26.0,Harcourts Gold Property Management,540000.0,260000.0,280000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Corner,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1960's-average,,,Pets OK,Yes,-43.5763235,172.5598364,8009,"50 Santa Rosa Avenue, HALSWELL, Christchurch City, 8025, New Zealand"
50 GARDEN ROAD,MERIVALE,CHRISTCHURCH,8014,,2.0,1.0,,,0.0,137.0,80.0,1990.0,755.0,2025-08-29,64.0,Perfect Stays,690000.0,690000.0,0.0,1/08/2022,Vacant Residential,Residential Suburban,Inside,No appreciable view,,,Residential-Vacant Site,Fully Furnished,,,NO,-43.5177829,172.6108866,1254,"50 GARDEN ROAD, MERIVALE, CHRISTCHURCH, 8014, New Zealand"
355 Wairakei Road,BURNSIDE,Christchurch City,8053,House,3.0,1.0,2.0,1.0,2.0,552.0,84.0,1950.0,670.0,2025-08-29,26.0,Holmwood Property Management,550000.0,255000.0,295000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Weatherboard,Residential-Dwelling-1950's-average,,,,Yes,-43.4970604,172.5789254,7958,"355 Wairakei Road, BURNSIDE, Christchurch City, 8053, New Zealand"
31 Dow Sq,WIGRAM,Christchurch City,8025,House,3.0,1.0,1.0,,1.0,264.0,122.0,2020.0,600.0,2025-08-29,26.0,Bayleys Property Management Ltd,710000.0,395000.0,315000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,Focal Point Of view - Other,Steel/G-Iron,Weatherboard,Residential-Dwelling-2020/2029-average,,,Pets OK,Yes,-43.5584278,172.5482492,7177,"31 Dow Square, WIGRAM, Christchurch City, 8025, New Zealand"
1/205 Cranford Street,ST. ALBANS,Christchurch City,8014,Townhouse,2.0,2.0,,1.0,1.0,111.0,81.0,1935.0,540.0,2025-08-29,26.0,Opes Property Management South Limited,610000.0,210000.0,400000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,,,Pets OK,No,-43.5043967,172.6341313,7606,"1/205 Cranford Street, ST. ALBANS, Christchurch City, 8014, New Zealand"
52 DUNSTER STREET,BURNSIDE,CHRISTCHURCH,8053,House,4.0,2.0,,1.0,1.0,711.0,164.0,1960.0,840.0,2025-08-29,13.0,Harcourts Gold Property Management,730000.0,530000.0,200000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-1960's-average,nill,,Pets OK,NO,-43.4950472,172.5677955,5220,"52 DUNSTER STREET, BURNSIDE, CHRISTCHURCH, 8053, New Zealand"
33 Stoneyhurst Street,ST. ALBANS,Christchurch City,8014,townhouse,2.0,1.0,1.0,1.0,1.0,130.4361702,120.0,1960.0,620.0,2025-08-29,26.0,Harcourts Asset Managers,500000.0,195652.1739,304347.8261,1/08/2022,Single Unit excluding Bach,,Rear,No appreciable view,Tile Profile,Brick,Residential-OYO-1960's-average,Fully Furnished,,,Yes,-43.5191747,172.6299063,8162,"33 Stoneyhurst Street, ST. ALBANS, Christchurch City, 8014, New Zealand"
8/180  Marine Parade,NEW BRIGHTON,Christchurch City,8083,apartment,2.0,2.0,,1.0,1.0,61.0,74.0,2023.0,600.0,2025-08-29,26.0,Care Property Rentals,650000.0,290000.0,360000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,Focal Point Of view - Water,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,Fully Furnished,,,No,-43.5038496,172.7292283,7397,"8/180 Marine Parade, NEW BRIGHTON, Christchurch City, 8083, New Zealand"
1/10A MCLEAN STREET,LINWOOD,CHRISTCHURCH,8062,,3.0,2.0,,2.0,2.0,102.0,76.0,2023.0,519.0,2025-08-29,13.0,A1 Property Managers Ltd,580000.0,190000.0,80000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Tile Profile,Weatherboard,Residential-Dwelling-1950's-average,nill,,,NO,-43.5297174,172.6717202,1099,"1/10A MCLEAN STREET, LINWOOD, CHRISTCHURCH, 8062, New Zealand"
1036H COLOMBO STREET,ST ALBANS,CHRISTCHURCH,8014,Townhouse,2.0,1.0,,1.0,1.0,,61.0,2014.0,500.0,2025-08-29,13.0,Holmwood Property Management St Albans,520000.0,200000.0,320000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2010/2019-average,nill,,No,NO,-43.5159662,172.636607,303,"1036H COLOMBO STREET, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
1/56  Diamond Avenue,SPREYDON,Christchurch City,8024,House,2.0,1.0,,1.0,1.0,338.0,94.0,1930.0,500.0,2025-08-29,26.0,Holmwood Property Management,530000.0,340000.0,190000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-1930's-average,,,,No,-43.5511109,172.6160615,8058,"1/56 Diamond Avenue, SPREYDON, Christchurch City, 8024, New Zealand"
19A Catherine Street,WOOLSTON,Christchurch City,8023,House,3.0,1.0,,2.0,1.0,385.0,94.0,1980.0,590.0,2025-08-29,26.0,Harcourts Gold Property Management,530000.0,270000.0,260000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Corner,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1980's-average,,,Pets OK,No,-43.5513856,172.6838989,8057,"19A Catherine Street, WOOLSTON, Christchurch City, 8023, New Zealand"
2/68 HARROW STREET,PHILLIPSTOWN,CHRISTCHURCH,8011,Townhouse,2.0,2.0,1.0,,1.0,111.0,72.0,2023.0,459.0,2025-08-29,29.0,A1 Property Managers Ltd,525000.0,145000.0,380000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Steel/G-Iron,Residential-OYO-2020/2029-average,nill,,,YES,-43.5372881,172.6675719,800,"2/68 HARROW STREET, PHILLIPSTOWN, CHRISTCHURCH, 8011, New Zealand"
9B BURLINGTON STREET,SYDENHAM,CHRISTCHURCH,8023,Townhouse,3.0,1.0,2.0,,2.0,102.0,150.0,2000.0,590.0,2025-08-29,2043.0,-,610000.0,250000.0,360000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-OYO-2000/2009-average,nill,,,YES,-43.5493654,172.6409806,4893,"9B BURLINGTON STREET, SYDENHAM, CHRISTCHURCH, 8023, New Zealand"
27A Centennial Av,RICCARTON,Christchurch City,8041,House,0.0,2.0,,1.0,1.0,402.0,170.0,2021.0,1200.0,2025-08-29,26.0,Bayleys Property Management Ltd,880000.0,335000.0,545000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Rear,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-2020/2029-average,partial,dryer;fridge;fridge/freezer;washing machine,Pets OK,No,-43.5363681,172.5912039,6814,"27A Centennial Av, RICCARTON, Christchurch City, 8041, New Zealand"
52/60 PORT HILLS ROAD,HEATHCOTE VALLEY,CHRISTCHURCH,8022,Townhouse,2.0,1.0,1.0,,6.0,,103.0,2019.0,620.0,2025-08-29,20.0,"Agnes White & Associates Mreinz, (Licensed: Reaa 2008)",650000.0,240000.0,410000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-OYO-2010/2019-average,partial,washing machine,,YES,-43.5795909,172.7078471,2647,"52/60 PORT HILLS ROAD, HEATHCOTE VALLEY, CHRISTCHURCH, 8022, New Zealand"
10/96 Cobham Street,SPREYDON,Christchurch City,8024,Apartment,2.0,2.0,,1.0,1.0,96.0,74.0,2022.0,500.0,2025-08-29,26.0,Wolfbrook Property Management,570000.0,190000.0,380000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Rear,No appreciable view,Steel/G-Iron,Brick,Residential-OYO-2020/2029-average,partial,washer;washing machine,Pets OK,No,-43.5543468,172.6116399,7872,"10/96 Cobham Street, SPREYDON, Christchurch City, 8024, New Zealand"
59 DOMINION AVENUE,SPREYDON,CHRISTCHURCH,8024,House,4.0,1.0,,2.0,2.0,513.0,130.0,1920.0,695.0,2025-08-29,327.0,"Whittle Knight Real Estate Ltd, (Licensed: Reaa 2008)",660000.0,450000.0,210000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Corner,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Dwelling-1914/1929-average,nill,,Pets OK,NO,-43.551367,172.6294866,4135,"59 DOMINION AVENUE, SPREYDON, CHRISTCHURCH, 8024, New Zealand"
27A HARKER STREET,SPREYDON,CHRISTCHURCH,8024,House,3.0,2.0,2.0,,2.0,422.0,157.0,2000.0,580.0,2025-08-29,12.0,Bayleys Property Management Ltd,700000.0,390000.0,310000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2000/2009-average,nill,,Pets OK,YES,-43.5514031,172.6077691,5050,"27A HARKER STREET, SPREYDON, CHRISTCHURCH, 8024, New Zealand"
28C BLETSOE AVENUE,SPREYDON,CHRISTCHURCH,8024,Townhouse,3.0,2.0,1.0,,1.0,135.0,107.0,2023.0,620.0,2025-08-29,306.0,Opes Property Management South Limited,740000.0,250000.0,490000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5526143,172.6224697,2805,"28C BLETSOE AVENUE, SPREYDON, CHRISTCHURCH, 8024, New Zealand"
1 Kydd Lane,HORNBY,Christchurch City,8042,Unit,3.0,1.0,2.0,,2.0,330.0,133.0,2000.0,570.0,2025-08-29,26.0,"Mosaic Property Management, (Licensed: REAA 2008)",660000.0,220000.0,440000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Rear,No appreciable view,Tile Profile,Brick,Residential-Dwelling-2000/2009-average,,,,Yes,-43.5458316,172.5220124,7344,"1 Kydd Lane, HORNBY, Christchurch City, 8042, New Zealand"
18/180 MARINE PARADE,NEW BRIGHTON,CHRISTCHURCH,8083,Townhouse,1.0,1.0,1.0,,1.0,82.0,57.0,2023.0,455.0,2025-08-29,32.0,Max Property Management Ltd,500000.0,230000.0,270000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Corner,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,partial,dryer;fridge;fridge/freezer;microwave;washing machine,,YES,-43.5038781,172.7291206,156,"18/180 MARINE PARADE, NEW BRIGHTON, CHRISTCHURCH, 8083, New Zealand"
24 Euston St,RICCARTON,Christchurch City,8041,house,5.0,2.0,,3.0,0.0,472.0,151.0,1910.0,900.0,2025-08-29,26.0,Bayleys Property Management Ltd,660000.0,380000.0,280000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Tile Profile,Fibre Cement,Residential-Dwelling-1914/1929-average,partial,dryer;fridge;fridge/freezer;washing machine,Pets OK,No,-43.5325433,172.5878825,7345,"24 Euston Street, RICCARTON, Christchurch City, 8041, New Zealand"
7/73 Clare Road,ST. ALBANS,Christchurch City,8014,unit,1.0,1.0,1.0,1.0,1.0,100.0,50.0,1970.0,395.0,2025-08-29,26.0,Prestige Property Management Limited,320000.0,141000.0,179000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,partial,washing machine,,Yes,-43.5180177,172.6312572,8474,"7/73 Clare Road, ST. ALBANS, Christchurch City, 8014, New Zealand"
45A Chrysolite Place,BELFAST,Christchurch City,8051,house,2.0,1.0,1.0,1.0,1.0,838.95,99.0,1990.0,539.0,2025-08-29,26.0,A1 Property Managers Ltd,320000.0,192866.392,127133.608,1/08/2022,Vacant Residential,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Vacant Site,,,,Yes,-43.4509662,172.627553,8473,"45A Chrysolite Place, BELFAST, Christchurch City, 8051, New Zealand"
29A Delph Street,AVONHEAD,Christchurch City,8042,House,4.0,2.0,1.0,2.0,1.0,926.0,170.0,1960.0,700.0,2025-08-29,26.0,"Glass Miles Ltd, (Licensed: REAA 2008)",720000.0,495000.0,225000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-Dwelling-1960's-average,,,Pets OK,Yes,-43.5149685,172.5550859,7144,"29A Delph Street, AVONHEAD, Christchurch City, 8042, New Zealand"
2 Lodge Place,ILAM,Christchurch City,8041,house,3.0,1.0,1.0,1.0,0.0,464.0,140.0,1980.0,560.0,2025-08-29,26.0,Rempstone Property Management,720000.0,530000.0,220000.0,1/08/2022,Vacant Residential,Residential A,Rear,No appreciable view,,,Residential-Vacant Site,,,,Yes,-43.5226609,172.5645564,7143,"2 Lodge Place, ILAM, Christchurch City, 8041, New Zealand"
45 Chrysolite Place,BELFAST,Christchurch City,8051,House,3.0,1.0,1.0,1.0,1.0,278.0,117.0,2025.0,599.0,2025-08-29,26.0,A1 Property Managers Ltd,620000.0,310000.0,310000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-2020/2029-average,,,,Yes,-43.4508426,172.6275032,7555,"45 Chrysolite Place, BELFAST, Christchurch City, 8051, New Zealand"
2/449 Durham Street,ST. ALBANS,Christchurch City,8014,unit,2.0,1.0,,8.0,2.0,96.0,80.0,2025.0,410.0,2025-08-29,26.0,"Cowdy, (Licensed: REAA 2008)",625000.0,300632.9114,324367.0886,1/08/2022,Multi-unit,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-Purpose built flat-1960's-average,,,,No,-43.5201126,172.6331769,7552,"2/449 Durham Street, ST. ALBANS, Christchurch City, 8014, New Zealand"
27A Chrysolite Place,BELFAST,Christchurch City,2025,House,3.0,2.0,1.0,1.0,1.0,270.0,137.0,2025.0,619.0,2025-08-29,26.0,A1 Property Managers Ltd,660000.0,330000.0,330000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Dwelling-2020/2029-average,,,,Yes,-43.4499314,172.6282164,7346,"27A Chrysolite Place, BELFAST, Christchurch City, 2025, New Zealand"
3/62 MATIPO STREET,RICCARTON,CHRISTCHURCH,8041,Unit,3.0,1.0,2.0,,2.0,,130.0,1990.0,660.0,2025-08-29,12.0,Ruby Property Enterprises Ltd,525000.0,315000.0,210000.0,1/08/2022,Multi-unit,Central City Guest Accommodation,Rear,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-OYO-1990's-average,nill,,,YES,-43.534282,172.59675,4207,"3/62 MATIPO STREET, RICCARTON, CHRISTCHURCH, 8041, New Zealand"
4 Opihi Street,CASHMERE,Christchurch City,8025,house,3.0,1.0,,2.0,2.0,598.0,114.0,1960.0,560.0,2025-08-29,26.0,"Progressive First National - Progressive Realty Ltd MREINZ, (Licensed: REAA 2008)",610000.0,240000.0,370000.0,1/08/2022,Single Unit excluding Bach,Residential 1,Corner,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Dwelling-1950's-average,,,,No,-43.5751092,172.6114719,7607,"4 Opihi Street, CASHMERE, Christchurch City, 8025, New Zealand"
6 Woodford Terrace,ILAM,Christchurch City,8053,House,3.0,1.0,2.0,3.0,3.0,612.0,140.0,1950.0,580.0,2025-08-29,26.0,Ray White New Era Property Management,900000.0,820000.0,80000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-1950's-average,,,,Yes,-43.5141587,172.5877185,6793,"6 Woodford Terrace, ILAM, Christchurch City, 8053, New Zealand"
44 Sylvan street,MIDDLETON,Christchurch City,8024,house,3.0,2.0,,2.0,1.0,565.0,100.0,1970.0,675.0,2025-08-30,25.0,,580000.0,300000.0,280000.0,1/08/2022,Multi-unit,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-Multiple Dwellings-1970's-average,partial,double beds;fridge;microwave;partly furnished;washing machine,Pets OK,No,-43.5489905,172.5960593,7868,"44 Sylvan street, MIDDLETON, Christchurch City, 8024, New Zealand"
3/524 Worcester Street,CITY CENTRE,Christchurch City,8011,unit,2.0,1.0,,1.0,2.0,76.0,75.0,2025.0,430.0,2025-08-30,25.0,Quinovic Merivale,610000.0,361978.022,248021.978,1/08/2022,Multi-unit,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Multiple Dwellings-Mixed Age-average,partial,washing machine,Pets OK,No,-43.5311435,172.6658937,7605,"3/524 Worcester Street, CITY CENTRE, Christchurch City, 8011, New Zealand"
29 Bethel Crescent,BISHOPDALE,Christchurch City,8053,House,3.0,1.0,2.0,2.0,2.0,637.0,103.0,1960.0,600.0,2025-08-30,25.0,,640000.0,410000.0,230000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1960's-average,,,Pets OK,Yes,-43.4945892,172.5818336,7443,"29 Bethel Crescent, BISHOPDALE, Christchurch City, 8053, New Zealand"
2/20 Prossers Rd,ST. MARTINS,Christchurch City,8022,unit,2.0,1.0,1.0,1.0,1.0,140.0,70.0,1970.0,495.0,2025-08-30,25.0,,465000.0,295000.0,170000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Concrete,Residential-OYO-1970's-average,,,,Yes,-43.5556041,172.6549931,8273,"2/20 Prossers Road, ST. MARTINS, Christchurch City, 8022, New Zealand"
6/64 Ryan Street,PHILLIPSTOWN,Christchurch City,8011,Townhouse,2.0,2.0,,1.0,2.0,87.0,80.0,1930.0,520.0,2025-08-30,25.0,,560000.0,140000.0,420000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,partial,dryer;fridge;washer,Pets OK,No,-43.5393716,172.6655497,7944,"6/64 Ryan Street, PHILLIPSTOWN, Christchurch City, 8011, New Zealand"
1/129 GLANDOVEY ROAD,STROWAN,CHRISTCHURCH,8052,Unit,3.0,1.0,,1.0,1.0,,102.0,1965.0,680.0,2025-08-30,19.0,Myrent.Co.NZ Ltd,680000.0,590000.0,90000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-OYO-1960's-average,,,,NO,-43.5134881,172.6076095,2586,"1/129 GLANDOVEY ROAD, STROWAN, CHRISTCHURCH, 8052, New Zealand"
12 Leverett Place,NORTH NEW BRIGHTON,Christchurch City,8083,unit,1.0,1.0,,1.0,1.0,77.0,56.0,1960.0,400.0,2025-08-30,25.0,,600000.0,270000.0,330000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1960's-average,partial,fridge;washing machine,,No,-43.4957069,172.7162154,7680,"12 Leverett Place, NORTH NEW BRIGHTON, Christchurch City, 8083, New Zealand"
125 KAIWARA STREET,HOON HAY,CHRISTCHURCH,8025,Unit,2.0,2.0,,1.0,1.0,665.0,,1970.0,520.0,2025-08-30,28.0,Harcourts Gold Property Management,630000.0,330000.0,220000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,"Roughcast,etc",Residential-OYO-1970's-average,,,,NO,-43.5701765,172.6103483,6509,"125 KAIWARA STREET, HOON HAY, CHRISTCHURCH, 8025, New Zealand"
1/64 Abberley Crescent,ST. ALBANS,Christchurch City,8014,house,3.0,1.0,1.0,1.0,1.0,521.0,115.0,1970.0,660.0,2025-08-30,25.0,myRent.co.nz Ltd,700000.0,510000.0,190000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,partial,dryer;washing machine,,Yes,-43.5119259,172.6294697,7204,"1/64 Abberley Crescent, ST. ALBANS, Christchurch City, 8014, New Zealand"
7 Prossers Road,ST. MARTINS,Christchurch City,8022,House,3.0,1.0,1.0,1.0,1.0,880.0,123.0,1955.0,850.0,2025-08-30,25.0,Keyhook,780000.0,450000.0,330000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Weatherboard,Residential-Dwelling-1950's-average,Fully Furnished,,Pets OK,Yes,-43.5546329,172.6551802,7003,"7 Prossers Road, ST. MARTINS, Christchurch City, 8022, New Zealand"
471 Manchester Street,ST. ALBANS,Christchurch City,8014,House,3.0,1.0,2.0,,2.0,201.0,145.0,2000.0,700.0,2025-08-30,25.0,,700000.0,295000.0,405000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Mix.Material,Mix.Material,Residential-Dwelling-2000/2009-average,,,Pets OK,Yes,-43.5184022,172.6393936,7203,"471 Manchester Street, ST. ALBANS, Christchurch City, 8014, New Zealand"
26 Gresford Street,ST. ALBANS,Christchurch City,8013,house,3.0,1.0,,2.0,2.0,197.5,126.0,1915.0,600.0,2025-08-30,25.0,,990000.0,810000.0,180000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Corner,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Dwelling-pre 1914-average,partial,double beds;washer;washing machine,,No,-43.5168961,172.6494227,6706,"26 Gresford Street, ST. ALBANS, Christchurch City, 8013, New Zealand"
12 LEVERETT PLACE,NORTH NEW BRIGHTON,CHRISTCHURCH,8083,House,3.0,1.0,,2.0,2.0,850.0,110.0,1960.0,400.0,2025-08-31,10.0,-,600000.0,270000.0,330000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1960's-average,nill,,,NO,-43.4957069,172.7162154,2983,"12 LEVERETT PLACE, NORTH NEW BRIGHTON, CHRISTCHURCH, 8083, New Zealand"
