Index,Bed,zRent,zCapVal,isRemoved,Land Size (sqm)_val,Land Size (sqm)_z,Floor Size (sqm)_val,Floor Size (sqm)_z,Year Built_val,Year Built_z,Capital Value_val,Capital Value_z,Last Rental Price_val,Last Rental Price_z
126,0.0,-0.8672142857142857,-0.42672448979591837,False,377.0,-1.54201399688958,410.0,-0.01714830508474576,1970.0,-1.8395454545454546,690000,-0.42672448979591837,16000.0,-0.8672142857142857
127,0.0,-0.9057571428571428,0.0,False,1847.0,0.0,354.0,-0.1771991525423729,2015.0,0.9197727272727273,1000000,0.0,15000.0,-0.9057571428571428
128,0.0,-0.982072,-0.8947448979591837,False,1847.0,0.0,150.0,-0.7602415254237288,1988.0,-0.7358181818181818,350000,-0.8947448979591837,13020.0,-0.982072
129,0.0,-0.9959474285714285,-0.30283673469387756,False,1847.0,0.0,330.0,-0.24579237288135591,2010.0,0.6131818181818182,780000,-0.30283673469387756,12660.0,-0.9959474285714285
130,0.0,-1.0021142857142857,0.5506122448979592,False,766.0,-1.1339572317262832,552.0,0.38869491525423727,2000.0,0.0,1400000,0.5506122448979592,12500.0,-1.0021142857142857
131,0.0,-1.391397142857143,2.753061224489796,False,4619.0,2.907797822706065,2059.0,4.695777542372881,2010.0,0.6131818181818182,3000000,2.753061224489796,2400.0,-1.391397142857143
132,0.0,-1.4233106285714285,3.812989795918367,False,3055.0,1.2671788491446345,1808.0,3.9784067796610167,2020.0,1.2263636363636363,3770000,3.812989795918367,1572.0,-1.4233106285714285
133,0.0,0.21969428571428573,15.554795918367347,False,26010.0,25.34672395023328,6696.0,17.948559322033898,1989.0,-0.6745,12300000,15.554795918367347,44200.0,0.21969428571428573
134,0.0,-0.29138400000000003,1.349,False,1513.0,-0.35036236391912906,986.0,1.6290889830508473,1970.0,-1.8395454545454546,1980000,1.349,30940.0,-0.29138400000000003
135,0.0,-0.3815742857142857,-0.3441326530612245,False,1847.0,0.0,325.0,-0.26008262711864405,2000.0,0.0,750000,-0.3441326530612245,28600.0,-0.3815742857142857
136,0.0,-0.5018279999999999,0.2064795918367347,False,491.0,-1.4224292379471228,316.0,-0.2858050847457627,2006.0,0.3679090909090909,1150000,0.2064795918367347,25480.0,-0.5018279999999999
137,0.0,-0.5218702857142857,-0.7020306122448979,False,304.0,-1.618590202177294,220.0,-0.5601779661016949,1970.0,-1.8395454545454546,490000,-0.7020306122448979,24960.0,-0.5218702857142857
138,0.0,-0.5619548571428571,-0.2753061224489796,False,632.0,-1.274521772939347,279.0,-0.3915529661016949,2006.0,0.3679090909090909,800000,-0.2753061224489796,23920.0,-0.5619548571428571
139,0.0,-0.642124,-0.9360408163265306,False,163.0,-1.7664976671850698,128.0,-0.8231186440677966,2000.0,0.0,320000,-0.9360408163265306,21840.0,-0.642124
140,0.0,-0.8425468571428572,0.7020306122448979,False,1688.0,-0.1667892690513219,1103.0,1.96348093220339,1978.0,-1.349,1510000,0.7020306122448979,16640.0,-0.8425468571428572
