Index,Bed,mainTarget,mainZ,zCapVal,zRent,SuspiciousFeats,Land Size (sqm)_val,Land Size (sqm)_z,Floor Size (sqm)_val,Floor Size (sqm)_z,Year Built_val,Year Built_z,Capital Value_val,Capital Value_z,Last Rental Price_val,Last Rental Price_z
738,2.0,Last Rental Price,-2.3101624999999997,-1.854875,-2.3101624999999997,Capital Value[z=-1.85];Floor Size (sqm)[z=-1.17];Year Built[z=-2.17],218.0,0.0,60.0,-1.1730434782608696,1965.0,-2.1680357142857143,380000.0,-1.854875,390.0,-2.3101624999999997
739,2.0,Last Rental Price,-2.3101624999999997,-1.7705625,-2.3101624999999997,Capital Value[z=-1.77];Floor Size (sqm)[z=-1.17];Year Built[z=-1.93],218.0,0.0,60.0,-1.1730434782608696,1970.0,-1.9271428571428573,390000.0,-1.7705625,390.0,-2.3101624999999997
742,4.0,Last Rental Price,-1.5237065573770492,-1.22253125,-1.5237065573770492,Capital Value[z=-1.22];Year Built[z=-1.01],531.0,0.14916826923076923,140.0,-0.62054,1910.0,-1.01175,610000.0,-1.22253125,380.0,-1.5237065573770492
745,4.0,Last Rental Price,-1.5237065573770492,1.2646875,-1.5237065573770492,Capital Value[z=1.26];Floor Size (sqm)[z=2.08],513.0,0.09079807692307693,240.0,2.0774600000000003,1965.0,-0.0843125,1200000.0,1.2646875,380.0,-1.5237065573770492
747,4.0,Last Rental Price,-1.5237065573770492,-1.39115625,-1.5237065573770492,Capital Value[z=-1.39];Floor Size (sqm)[z=-1.43],323.0,-0.5253317307692307,110.0,-1.42994,1965.0,-0.0843125,570000.0,-1.39115625,380.0,-1.5237065573770492
750,3.0,Last Rental Price,-3.7097499999999997,-1.1241666666666668,-3.7097499999999997,Capital Value[z=-1.12];Land Size (sqm)[z=4.41];Year Built[z=-2.36],607.0,4.409756302521008,112.0,-0.8094,1930.0,-2.36075,600000.0,-1.1241666666666668,375.0,-3.7097499999999997
753,2.0,Last Rental Price,-2.6474125,-2.1078125,-2.6474125,Capital Value[z=-2.11];Year Built[z=-1.93],218.0,0.0,80.0,0.0,1970.0,-1.9271428571428573,350000.0,-2.1078125,370.0,-2.6474125
756,2.0,Last Rental Price,-2.9846624999999998,-2.4450625,-2.9846624999999998,Capital Value[z=-2.45];Floor Size (sqm)[z=1.76],218.0,0.0,110.0,1.7595652173913043,1990.0,-0.9635714285714286,310000.0,-2.4450625,350.0,-2.9846624999999998
758,3.0,Last Rental Price,-4.047,0.0,-4.047,Land Size (sqm)[z=4.15];Year Built[z=-3.04],584.0,4.149025210084034,130.0,0.0,1910.0,-3.03525,750000.0,0.0,350.0,-4.047
760,2.0,Last Rental Price,-3.1532875000000002,-1.22253125,-3.1532875000000002,Capital Value[z=-1.22];Floor Size (sqm)[z=-1.76];Year Built[z=-1.93],218.0,0.0,50.0,-1.7595652173913043,1970.0,-1.9271428571428573,455000.0,-1.22253125,340.0,-3.1532875000000002
761,2.0,Last Rental Price,-3.2375999999999996,-2.40290625,-3.2375999999999996,Capital Value[z=-2.40];Floor Size (sqm)[z=-1.17];Year Built[z=-2.17],218.0,0.0,60.0,-1.1730434782608696,1965.0,-2.1680357142857143,315000.0,-2.40290625,335.0,-3.2375999999999996
770,4.0,Last Rental Price,-1.8775426229508196,-0.5901875,-1.8775426229508196,Floor Size (sqm)[z=1.27],777.0,0.9468942307692308,210.0,1.26806,1915.0,-0.9274374999999999,760000.0,-0.5901875,300.0,-1.8775426229508196
773,2.0,Last Rental Price,-4.6709125,0.33725,-4.6709125,Floor Size (sqm)[z=1.17];Year Built[z=-1.93],218.0,0.0,100.0,1.1730434782608696,1970.0,-1.9271428571428573,640000.0,0.33725,250.0,-4.6709125
774,4.0,Last Rental Price,-2.0986901639344264,-0.54803125,-2.0986901639344264,Year Built[z=-1.10],501.0,0.05188461538461538,140.0,-0.62054,1905.0,-1.0960625,770000.0,-0.54803125,250.0,-2.0986901639344264
775,3.0,Last Rental Price,-5.800699999999999,2.6230555555555557,-5.800699999999999,Capital Value[z=2.62];Land Size (sqm)[z=4.61];Year Built[z=-2.70],625.0,4.613806722689076,124.0,-0.2698,1920.0,-2.698,1100000.0,2.6230555555555557,220.0,-5.800699999999999
287,4.0,Capital Value,-1.01175,-1.01175,-0.5948868852459016,Floor Size (sqm)[z=-1.59],524.0,0.12646875,104.0,-1.5918199999999998,1955.0,-0.2529375,660000.0,-1.01175,590.0,-0.5948868852459016
290,4.0,Capital Value,-1.2646875,-1.2646875,-0.5948868852459016,Floor Size (sqm)[z=-1.16],463.0,-0.07134134615384616,120.0,-1.16014,1915.0,-0.9274374999999999,600000.0,-1.2646875,590.0,-0.5948868852459016
374,2.0,Capital Value,-2.1078125,-2.1078125,0.3878375,Floor Size (sqm)[z=-1.76];Year Built[z=-1.93],218.0,0.0,50.0,-1.7595652173913043,1970.0,-1.9271428571428573,350000.0,-2.1078125,550.0,0.3878375
386,3.0,Capital Value,2.3232777777777778,2.3232777777777778,-1.349,Last Rental Price[z=-1.35];Land Size (sqm)[z=3.26];Floor Size (sqm)[z=-1.35];Year Built[z=-3.71],506.0,3.264806722689076,100.0,-1.349,1890.0,-3.7097499999999997,1060000.0,2.3232777777777778,550.0,-1.349
448,1.0,Capital Value,3.091458333333333,3.091458333333333,2.698,Last Rental Price[z=2.70];Land Size (sqm)[z=-75544000000.00];Floor Size (sqm)[z=2.29];Year Built[z=2.16],106.0,-75543999999.99998,72.0,2.2933,2023.0,2.1584,690000.0,3.091458333333333,540.0,2.698
503,1.0,Last Rental Price,2.2483333333333335,1.4052083333333334,2.2483333333333335,Capital Value[z=1.41];Year Built[z=2.07],218.0,0.0,48.0,-0.9442999999999999,2021.0,2.0684666666666667,540000.0,1.4052083333333334,520.0,2.2483333333333335
506,3.0,Capital Value,-3.3725,-3.3725,-1.7537,Last Rental Price[z=-1.75];Land Size (sqm)[z=-1.28],105.0,-1.2809831932773108,140.0,0.44966666666666666,1990.0,-0.33725,300000.0,-3.3725,520.0,-1.7537
